********************************************************************************
Field Output Report, written Mon Mar 24 21:49:24 2025

Source 1
---------

   ODB: C:/temp/vibration.odb
   Step: analyse_modale
   Frame: Increment      0: Base State

Loc 1 : Nodal values from source 1

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLAQUE-1

      Node Label            U.U1            U.U2            U.U3
              73              0.              0.              0.
              74              0.              0.              0.
              75              0.              0.              0.
              76              0.              0.              0.
              77              0.              0.              0.
              78              0.              0.              0.
              79              0.              0.              0.
              80              0.              0.              0.
              81              0.              0.              0.


Field Output reported at nodes for part: ASSEMBLY

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.


Source 1
---------

   ODB: C:/temp/vibration.odb
   Step: analyse_modale
   Frame: Mode         1: Value =   63517.     Freq =   40.111     (cycles/time)

Loc 1 : Nodal values from source 1

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLAQUE-1

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.
               5              0.              0.              0.
               6              0.              0.              0.
               7              0.              0.              0.
               8              0.              0.              0.
               9              0.              0.              0.
              10              0.              0.              0.
              11              0.              0.              0.
              12              0.              0.              0.
              13              0.              0.              0.
              14              0.              0.              0.
              15              0.              0.              0.
              16              0.              0.              0.
              17     5.79820E-15     1.88318E-15    -943.547E-03
              18     5.61318E-15     2.73837E-15        -1.57252
              19    -2.32954E-15    -96.2493E-18        -1.64884
              20    -225.389E-18    -3.32957E-15        -1.34784
              21     4.90804E-15    -2.30848E-15         5.04976
              22    -19.1799E-15    -17.8233E-15         4.19329
              23     18.0554E-15     3.09714E-15         4.48618
              24    -8.23792E-15     30.5168E-15         5.28317
              25    -3.37778E-15     10.1507E-15        -10.6302
              26    -11.4465E-15    -8.98823E-15        -49.3250
              27     11.2964E-15    -3.23978E-15        -31.6431
              28     6.00944E-15    -1.80217E-15        -44.7719
              29    -4.35232E-15     8.26548E-15        -30.0544
              30     12.3421E-15     2.22220E-15        -50.3099
              31    -10.2657E-15    -6.98480E-15        -62.0758
              32    -3.36178E-15    -14.5595E-15        -55.3356
              33     1.74325E-15    -7.56405E-15        -11.6384
              34     211.182E-18    -6.47071E-15        -5.74882
              35    -2.96275E-15    -4.70858E-15     518.117E-03
              36    -10.0534E-15    -6.93196E-15        -15.4352
              37     2.26647E-15    -5.12577E-15        -3.88035
              38     5.86011E-15    -1.04947E-15     627.062E-03
              39     1.99348E-15    -7.69956E-15        -19.4584
              40     1.04113E-15    -1.02115E-15    -126.153E-03
              41     10.3247E-15     15.6877E-15        -5.81130
              42     1.43077E-15     15.0213E-15     691.231E-03
              43     13.1812E-15     5.06202E-15        -12.4079
              44     2.36996E-15     218.580E-18        -33.9071
              45     1.67130E-15     3.81285E-15        -15.4612
              46     5.59864E-15    -1.28206E-15        -4.99052
              47     5.46596E-15     908.945E-18         1.46224
              48     9.72352E-15    -6.51814E-15        -12.6696
              49    -6.13192E-15     12.7520E-15        -2.57039
              50    -3.32219E-15     9.57050E-15     760.403E-03
              51    -4.46171E-15     17.9427E-15        -12.1441
              52     10.0725E-15    -8.61643E-15        -3.12096
              53     7.52904E-15    -2.29176E-15     624.078E-03
              54    -8.22614E-15    -3.92664E-15        -23.4544
              55    -7.80651E-15    -4.49604E-15    -416.042E-03
              56    -4.68135E-15     129.962E-18        -5.07041
              57     2.57598E-15    -898.750E-18        -5.95470
              58    -1.71972E-15    -4.69287E-15        -20.5748
              59     775.331E-18     111.654E-18    -62.1634E-03
              60    -1.61988E-15     252.501E-18    -931.316E-03
              61     4.76886E-15    -10.8868E-15        -47.9790
              62     13.8523E-15     3.53989E-15        -14.3006
              63     7.03308E-15     6.07669E-15        -14.0252
              64     2.51545E-15     4.21583E-15        -19.2369
              65     11.1139E-15     5.79745E-15        -30.2159
              66     132.109E-18     5.40411E-15        -33.6071
              67    -1.24583E-15     4.08248E-15        -31.6501
              68     2.74764E-15    -2.52368E-15        -19.7552
              69    -7.38296E-15     8.42355E-15        -31.4824
              70     6.24665E-15     1.96814E-15        -3.95442
              71     19.9697E-15     3.30814E-15        -35.3994
              72    -9.16400E-15     19.3024E-15        -21.4638
              73     6.40575E-15     4.22870E-15        -49.0147
              74    -6.68284E-15     1.19034E-15        -46.2122
              75     4.44292E-15     1.21097E-15     626.327E-03
              76     4.01802E-15    -892.102E-18        -31.0301
              77     16.1465E-15     3.52007E-15        -17.4205
              78    -1.82650E-15    -3.71188E-15        -33.9003
              79     2.04492E-15    -1.38022E-15        -31.7428
              80    -8.53566E-15    -3.11824E-15        -44.5197
              81     213.064E-18    -7.10616E-15        -62.2948


Field Output reported at nodes for part: ASSEMBLY

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.


Source 1
---------

   ODB: C:/temp/vibration.odb
   Step: analyse_modale
   Frame: Mode         2: Value =  4.23156E+05 Freq =   103.53     (cycles/time)

Loc 1 : Nodal values from source 1

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLAQUE-1

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.
               5              0.              0.              0.
               6              0.              0.              0.
               7              0.              0.              0.
               8              0.              0.              0.
               9              0.              0.              0.
              10              0.              0.              0.
              11              0.              0.              0.
              12              0.              0.              0.
              13              0.              0.              0.
              14              0.              0.              0.
              15              0.              0.              0.
              16              0.              0.              0.
              17     305.082E-18     2.45605E-15         1.65533
              18    -1.99308E-15     1.04759E-15         1.68979
              19     307.646E-18    -3.15466E-15        -1.46921
              20    -2.67388E-15    -1.52350E-15     237.520E-03
              21     5.85023E-15    -2.00233E-15        -4.22826
              22    -4.29733E-15    -11.5515E-15         1.16555
              23     10.4886E-15     13.7819E-15         2.08048
              24     8.33300E-15    -13.2674E-15        -7.48227
              25     7.28232E-15     3.01152E-15         9.94664
              26     7.50434E-15    -309.802E-18         56.3086
              27    -9.68065E-15    -8.28170E-15        -36.5198
              28     5.66807E-15     13.4919E-15         11.2204
              29     9.60269E-15    -3.16552E-15         41.4162
              30    -13.6556E-15    -11.4146E-15        -1.41155
              31     838.590E-18    -4.41421E-15        -19.0857
              32    -7.02120E-15    -10.1543E-15        -55.2102
              33     2.61243E-15     3.97579E-15        -6.83283
              34     861.123E-18    -1.07186E-15        -10.6264
              35    -1.32121E-15    -2.34848E-15        -3.52281
              36    -3.38982E-15    -6.47358E-15        -27.5993
              37     3.24030E-15     5.22956E-15     284.402E-03
              38     1.06330E-15     1.27412E-15    -347.278E-03
              39    -1.14597E-15    -1.73319E-15         5.60328
              40     7.40284E-18    -228.420E-18    -998.497E-03
              41    -346.431E-18    -9.06546E-15         15.3386
              42     1.39898E-15    -5.18821E-15    -313.553E-03
              43     2.60577E-15    -4.73716E-15         29.9957
              44     1.06873E-15    -10.3251E-15         43.2267
              45     514.054E-18    -8.53612E-15         38.1766
              46     3.57177E-15    -1.13396E-15         11.4428
              47     1.68509E-15    -77.1210E-18        -1.01573
              48     6.49245E-15     11.1532E-15         1.86562
              49     4.59732E-15    -2.13456E-15         4.61729
              50     1.37677E-15    -5.50151E-15    -609.651E-03
              51     3.38377E-15    -6.62746E-15         19.2148
              52     4.49291E-15     8.58580E-15        -1.63860
              53     1.97174E-15     5.11518E-15     237.442E-03
              54     3.36744E-15    -8.30385E-15        -44.0564
              55    -1.00519E-15    -5.44334E-15        -1.37540
              56    -821.680E-18    -587.462E-18        -9.98373
              57    -416.305E-18     6.50088E-15        -14.9060
              58     752.661E-18    -1.82804E-15        -40.8520
              59     443.692E-18     367.815E-18    -505.829E-03
              60     1.03798E-15    -725.058E-18        -1.53477
              61     3.99750E-15    -94.2691E-18        -52.6780
              62     8.50477E-15     15.0941E-15        -8.19110
              63     6.45947E-15    -2.30631E-15         28.2052
              64     4.88592E-15    -3.23422E-15         40.8535
              65     4.21597E-15    -5.76051E-15         55.1863
              66    -168.212E-18    -9.46011E-15         64.8079
              67     268.016E-18    -8.59809E-15         64.1349
              68     2.91126E-15     589.364E-18        -40.9876
              69    -6.03815E-15    -11.8691E-15        -53.0231
              70     4.80732E-15    -2.44886E-15         7.85732
              71     2.67915E-15     9.09728E-15        -25.6477
              72     7.50876E-15    -8.74933E-15         42.8805
              73    -2.80265E-15    -10.0201E-15         64.6839
              74    -1.37188E-15    -8.48721E-15         70.4345
              75     3.39330E-15     2.72051E-15        -1.60392
              76     2.98552E-15     7.11629E-15         26.6576
              77     7.25812E-15     273.346E-18        -31.8135
              78     5.56724E-15    -5.16408E-15        -60.5694
              79     4.37009E-15    -3.21534E-15        -55.0103
              80     3.69560E-15    -6.84963E-15        -69.4793
              81    -7.57668E-15    -8.95922E-15         32.7007


Field Output reported at nodes for part: ASSEMBLY

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.


Source 1
---------

   ODB: C:/temp/vibration.odb
   Step: analyse_modale
   Frame: Mode         3: Value =  4.52561E+05 Freq =   107.07     (cycles/time)

Loc 1 : Nodal values from source 1

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLAQUE-1

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.
               5              0.              0.              0.
               6              0.              0.              0.
               7              0.              0.              0.
               8              0.              0.              0.
               9              0.              0.              0.
              10              0.              0.              0.
              11              0.              0.              0.
              12              0.              0.              0.
              13              0.              0.              0.
              14              0.              0.              0.
              15              0.              0.              0.
              16              0.              0.              0.
              17     1.24723E-15    -6.40529E-15        -1.85244
              18    -417.494E-18     2.29713E-15     574.637E-03
              19    -1.00774E-15     2.18600E-15     656.752E-03
              20     5.65725E-15    -1.44712E-15    -785.811E-03
              21    -18.9021E-15     4.16302E-15        -5.53190
              22    -6.27629E-15     21.3320E-15         6.63697
              23    -16.8653E-15    -7.16472E-15         1.07828
              24     2.35242E-15     8.98748E-15         2.55894
              25     2.83403E-15    -2.56236E-15        -22.0841
              26     2.35208E-15     2.07326E-15        -35.7825
              27     14.9688E-15     5.35430E-15         60.6730
              28    -10.6848E-15    -15.9256E-15        -64.8441
              29    -639.025E-18     538.811E-18        -40.2362
              30     27.7732E-15    -5.70791E-15         67.3489
              31     6.36765E-15     1.62281E-15        -29.0831
              32     13.7949E-15     2.48268E-15         27.3360
              33    -684.139E-18    -9.91163E-15         30.1894
              34     3.09925E-15    -6.27257E-15         18.1994
              35    -1.00036E-15     2.55656E-15         6.87191
              36    -433.805E-18     9.88263E-15         38.5835
              37    -6.21294E-15    -7.25112E-15         10.8153
              38    -3.74919E-15    -3.52828E-15     202.970E-03
              39    -114.516E-18    -8.76107E-15         44.1399
              40     729.734E-18    -2.73289E-15         1.51197
              41     123.784E-18     9.01964E-15     365.432E-03
              42     629.151E-18     5.91344E-15    -279.069E-03
              43    -3.76720E-15     6.21668E-15         7.97168
              44     2.65109E-15     15.1952E-15         41.4563
              45    -343.988E-18     12.5474E-15         5.19725
              46    -8.31782E-15     1.67215E-15         5.06621
              47    -7.77274E-15     2.91073E-15        -1.52549
              48     3.02371E-15    -12.6766E-15        -29.4430
              49     5.39071E-15    -261.618E-18        -5.39509
              50     4.64251E-15     1.55026E-15    -303.932E-03
              51     3.30460E-15     1.87297E-15        -20.6108
              52     188.637E-18    -9.19647E-15        -8.71891
              53    -658.445E-18    -5.36835E-15    -534.627E-03
              54    -16.3800E-15     12.4099E-15    -530.658E-03
              55    -4.21711E-15     7.41657E-15         1.58168
              56    -4.29971E-15     3.25030E-15        -5.27557
              57    -6.42117E-15     2.42471E-15        -13.6090
              58    -9.70886E-15     11.0786E-15        -16.4807
              59    -1.04543E-15     339.789E-18    -958.355E-03
              60    -4.68953E-15     1.70613E-15        -1.69948
              61    -13.4870E-15    -7.69914E-15        -47.8849
              62    -7.35017E-15    -16.5686E-15        -33.8601
              63    -11.5288E-15     9.26565E-15         15.7649
              64    -8.03185E-15     9.56296E-15         17.9577
              65    -74.4268E-18     10.6908E-15         27.2062
              66     2.81470E-15     16.5278E-15         18.7211
              67     2.81594E-15     12.7265E-15     701.485E-03
              68    -13.4505E-15     6.71083E-15        -29.9962
              69     6.88299E-15     21.5946E-15         33.2527
              70    -13.5649E-15     6.78565E-15         6.63175
              71    -4.80295E-15    -10.1025E-15        -60.4481
              72     1.32241E-15     9.75910E-15        -14.7600
              73     17.8310E-15     11.2042E-15         26.6142
              74     12.7722E-15     13.5216E-15        -2.87156
              75    -6.84321E-15    -236.535E-18        -3.80921
              76    -995.988E-18    -11.5029E-15        -51.7530
              77    -19.3137E-15     3.61690E-15        -34.4003
              78    -19.2469E-15     9.68795E-15        -29.6502
              79    -14.4599E-15     9.61806E-15        -42.5745
              80    -9.13437E-15     13.3067E-15        -16.3264
              81     19.8137E-15     13.9163E-15         11.8586


Field Output reported at nodes for part: ASSEMBLY

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.


Source 1
---------

   ODB: C:/temp/vibration.odb
   Step: analyse_modale
   Frame: Mode         4: Value =  1.37852E+06 Freq =   186.86     (cycles/time)

Loc 1 : Nodal values from source 1

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLAQUE-1

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.
               5              0.              0.              0.
               6              0.              0.              0.
               7              0.              0.              0.
               8              0.              0.              0.
               9              0.              0.              0.
              10              0.              0.              0.
              11              0.              0.              0.
              12              0.              0.              0.
              13              0.              0.              0.
              14              0.              0.              0.
              15              0.              0.              0.
              16              0.              0.              0.
              17     10.8274E-15     7.11189E-15         9.69567
              18     2.57812E-15     2.47839E-15     920.800E-03
              19    -8.59380E-15    -3.63422E-15    -715.403E-03
              20    -1.85303E-15    -7.10989E-15         1.66656
              21     9.54584E-15    -46.7246E-15        -7.65685
              22    -25.5141E-15    -47.6621E-15        -33.2881
              23     55.9316E-15    -20.4475E-15         6.42057
              24    -38.6403E-15     82.0314E-15    -689.234E-03
              25    -16.3247E-15     11.4374E-15        -29.5819
              26    -14.8465E-15    -7.26900E-15        -35.0115
              27     22.8764E-15    -28.9402E-15        -60.2476
              28     11.4362E-15     11.3709E-15        -54.4352
              29    -10.9655E-15     24.0913E-15        -53.3649
              30     21.7403E-15     9.72969E-15        -10.6882
              31    -11.5333E-15     1.16749E-15        -12.6046
              32    -2.74167E-15    -35.9677E-15        -3.48693
              33    -2.37883E-15    -34.4830E-15        -26.7375
              34    -9.33581E-15    -12.8036E-15        -31.8154
              35    -2.64912E-15    -11.2544E-15        -24.7353
              36    -12.4070E-15    -18.9293E-15        -58.6391
              37     913.926E-18    -32.1709E-15        -5.95061
              38     8.59536E-15    -14.7051E-15        -1.35276
              39    -7.96531E-15    -26.1804E-15        -5.36325
              40     1.83641E-15    -30.8830E-18        -4.71247
              41    -5.65449E-15     34.3006E-15         15.3133
              42    -12.1098E-15     32.1523E-15    -609.919E-03
              43     4.35282E-15     3.18108E-15         41.8327
              44    -28.5814E-15    -36.8282E-15         53.9732
              45    -9.36307E-15     8.75165E-15         41.1945
              46     5.10360E-15    -9.48335E-15         18.4102
              47     5.68254E-15    -15.4536E-15        -1.64915
              48     1.14855E-15    -15.6322E-15        -24.4079
              49    -21.1555E-15     19.3758E-15        -9.65579
              50    -14.7571E-15     21.6883E-15        -1.59108
              51    -17.1883E-15     35.9848E-15        -31.1440
              52     17.6504E-15    -24.9706E-15        -3.34591
              53     18.5031E-15    -10.9463E-15    -273.487E-03
              54    -22.6163E-15    -10.3980E-15         35.7039
              55    -11.4555E-15    -14.6394E-15        -2.82943
              56    -6.85040E-15    -5.40696E-15         17.4570
              57     4.65656E-15    -18.0685E-15         34.6519
              58    -7.78906E-15    -12.0624E-15         56.7552
              59    -1.13863E-15    -5.47974E-15         2.13476
              60     3.51448E-15    -7.64205E-15         2.95877
              61     7.88624E-15    -6.24290E-15         31.7309
              62     29.8818E-15     8.24935E-15        -5.01054
              63    -4.19540E-15    -21.5901E-15         44.7462
              64    -12.9108E-15    -8.25368E-15         59.8658
              65     1.09015E-15    -18.0736E-15         71.4531
              66    -11.0473E-15     423.180E-18         68.4824
              67    -11.4468E-15     16.3061E-15         38.5204
              68     7.07419E-15    -18.1873E-15         73.0930
              69     133.335E-18     4.62377E-15        -17.0035
              70     3.58543E-15    -26.8797E-15         14.1071
              71     21.6645E-15     17.7833E-15         1.97069
              72    -27.5781E-15     37.2229E-15        -4.47014
              73    -788.293E-18    -13.0235E-15         45.9437
              74    -17.2959E-15     1.45290E-15         23.7276
              75     12.9586E-15    -11.1164E-15         10.3217
              76     1.50051E-15     7.03760E-15        -63.7115
              77     41.4877E-15    -17.5313E-15         55.3004
              78    -6.26076E-15    -17.1046E-15         72.7856
              79     4.15872E-15    -8.75235E-15         72.3413
              80    -19.9947E-15    -17.6229E-15         50.9934
              81    -14.0435E-15    -14.1737E-15    -530.309E-03


Field Output reported at nodes for part: ASSEMBLY

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.


Source 1
---------

   ODB: C:/temp/vibration.odb
   Step: analyse_modale
   Frame: Mode         5: Value =  1.72781E+06 Freq =   209.20     (cycles/time)

Loc 1 : Nodal values from source 1

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLAQUE-1

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.
               5              0.              0.              0.
               6              0.              0.              0.
               7              0.              0.              0.
               8              0.              0.              0.
               9              0.              0.              0.
              10              0.              0.              0.
              11              0.              0.              0.
              12              0.              0.              0.
              13              0.              0.              0.
              14              0.              0.              0.
              15              0.              0.              0.
              16              0.              0.              0.
              17     2.04973E-15     4.87166E-15         4.78205
              18    -4.35470E-15     452.088E-18     712.598E-03
              19    -2.89098E-15    -4.24815E-15        -1.90031
              20    -4.02951E-15    -4.14493E-15        -1.27863
              21     18.4987E-15    -26.4453E-15        -4.76833
              22    -515.769E-18    -20.4733E-15        -17.6556
              23     33.5818E-15    -5.49668E-15         5.00706
              24    -18.0412E-15     12.5460E-15         8.86477
              25    -6.10379E-15    -5.33353E-15        -2.79749
              26     388.215E-18    -281.166E-18        -41.1758
              27    -2.29559E-15    -17.1866E-15        -16.5410
              28     6.47989E-15     23.9845E-15         33.3947
              29    -996.306E-18     2.09656E-15        -47.8107
              30    -10.1591E-15     5.86622E-15         60.9677
              31    -4.40787E-15     4.67429E-15         28.0899
              32    -8.70571E-15    -17.0875E-15        -33.6548
              33     3.15865E-15    -6.42881E-15         12.9726
              34    -3.71397E-15     2.71209E-15        -15.2452
              35     612.407E-18    -3.41374E-15        -17.8354
              36    -1.66021E-15    -7.86173E-15        -41.9046
              37     6.23016E-15    -8.92694E-15         9.13880
              38     5.13079E-15    -6.33648E-15         1.39067
              39    -2.51563E-15    -5.04059E-15         45.9113
              40     602.651E-18     1.78834E-15        -3.87018
              41    -18.9460E-15     2.20850E-15        -24.7975
              42    -10.6421E-15     2.77494E-15        -1.49846
              43    -10.1757E-15    -3.81703E-15        -28.3175
              44    -20.5857E-15    -33.0090E-15         45.9156
              45    -10.9068E-15    -6.68899E-15        -48.0296
              46     3.80126E-15    -1.62332E-15        -6.70105
              47     5.45842E-15    -9.05584E-15        -2.04961
              48    -6.71805E-15     883.977E-18         19.2988
              49    -8.65806E-15    -4.69613E-15        -5.05633
              50    -8.44683E-15    -1.28421E-15     744.393E-03
              51    -9.63002E-15    -3.16457E-15        -24.1017
              52     4.69691E-15    -4.64640E-15         9.76797
              53     7.27290E-15    -1.54568E-15         1.63428
              54     289.421E-18    -6.12449E-15        -55.4856
              55     211.055E-18    -7.64318E-15        -4.01517
              56    -61.7100E-18    -2.80023E-15        -3.29550
              57     2.21779E-15    -7.41893E-15         3.44540
              58    -1.28701E-15    -5.09443E-15        -28.1388
              59    -541.688E-18    -3.18303E-15         1.46731
              60     6.20355E-15    -4.59011E-15         1.31171
              61     7.33758E-15     7.24086E-15         15.3190
              62     14.7459E-15     19.6391E-15         35.2646
              63    -175.063E-18    -20.8778E-15     660.915E-03
              64    -5.08809E-15    -11.0771E-15        -14.3712
              65    -7.72498E-15    -22.8527E-15        -4.32608
              66    -10.0683E-15    -15.9146E-15        -37.7130
              67    -10.2349E-15    -3.84321E-15        -70.3302
              68     7.86323E-15    -10.7859E-15        -5.09601
              69     714.413E-18    -9.90192E-15        -74.2744
              70     8.32717E-15    -19.4347E-15         5.87525
              71    -241.960E-18     18.8028E-15         56.2141
              72    -6.18426E-15    -4.47898E-15        -63.8151
              73    -14.6143E-15    -23.7900E-15         1.90510
              74    -12.8244E-15    -11.2050E-15        -54.6605
              75     9.48426E-15    -6.24349E-15         7.59826
              76    -2.27258E-15     7.90516E-15        -6.99388
              77     25.9002E-15    -15.6140E-15         19.1605
              78     6.99459E-15    -14.1051E-15        -32.8690
              79     8.39947E-15    -9.78681E-15     286.172E-03
              80    -1.92595E-15    -16.2623E-15        -56.7101
              81    -25.9913E-15    -10.4973E-15         24.4139


Field Output reported at nodes for part: ASSEMBLY

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.


Source 1
---------

   ODB: C:/temp/vibration.odb
   Step: analyse_modale
   Frame: Mode         6: Value =  1.88124E+06 Freq =   218.29     (cycles/time)

Loc 1 : Nodal values from source 1

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLAQUE-1

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.
               5              0.              0.              0.
               6              0.              0.              0.
               7              0.              0.              0.
               8              0.              0.              0.
               9              0.              0.              0.
              10              0.              0.              0.
              11              0.              0.              0.
              12              0.              0.              0.
              13              0.              0.              0.
              14              0.              0.              0.
              15              0.              0.              0.
              16              0.              0.              0.
              17    -15.6164E-15    -6.27914E-15        -11.1162
              18    -5.54291E-15    -7.11693E-15     395.861E-03
              19     9.48400E-15     4.81727E-15        -5.06532
              20     663.676E-18     11.3036E-15        -1.13772
              21    -4.02349E-15     31.4421E-15     248.152E-03
              22     47.0415E-15     51.7295E-15         34.0194
              23    -62.9522E-15    -3.24126E-15         13.6976
              24     25.4528E-15    -80.3153E-15    -940.007E-03
              25     3.22496E-15    -24.8741E-15         22.5187
              26     13.9993E-15     12.8459E-15        -22.9434
              27    -29.2418E-15     30.0220E-15         55.0755
              28    -17.2102E-15    -10.9774E-15         12.6925
              29     2.44480E-15    -23.8623E-15         22.7963
              30    -30.5931E-15     12.5103E-15        -1.33514
              31     12.8067E-15     17.2348E-15        -74.5502
              32     3.64090E-15     54.8537E-15        -60.7298
              33    -5.41437E-15     32.5269E-15         41.7281
              34     589.821E-18     21.6720E-15         37.1177
              35     6.55598E-15     13.3989E-15         28.5631
              36     22.2925E-15     20.2848E-15         67.7507
              37    -3.61824E-15     24.2572E-15         16.9903
              38    -10.9420E-15     10.8360E-15         2.95537
              39     4.24920E-15     34.4030E-15         49.4766
              40    -3.47804E-15     3.14044E-15         5.45530
              41    -7.55574E-15    -35.5775E-15         14.6850
              42     4.88028E-15    -36.5554E-15         1.03048
              43    -18.7212E-15    -6.47036E-15         28.3169
              44     13.3924E-15     28.0496E-15         26.6918
              45     3.69497E-15    -5.95111E-15         33.7425
              46    -7.51130E-15     8.47101E-15         12.0300
              47    -5.82335E-15     7.01362E-15     479.730E-03
              48    -24.7234E-15     9.44417E-15         33.5269
              49     12.0202E-15    -26.6562E-15         7.14819
              50     9.38124E-15    -20.0916E-15         2.04005
              51     11.6076E-15    -39.1462E-15         23.4501
              52    -31.3649E-15     20.2369E-15         13.6361
              53    -24.6223E-15     6.67683E-15         4.36155
              54     29.2315E-15     13.8953E-15        -12.4622
              55     21.0206E-15     16.9638E-15         3.65641
              56     13.8654E-15     805.998E-18         9.89151
              57    -1.26941E-15     354.221E-18         34.5692
              58     10.6039E-15     7.10994E-15         19.8350
              59    -256.666E-18     2.46518E-15         3.11301
              60     1.64021E-15     4.10762E-15         3.09641
              61    -11.3943E-15     26.1847E-15    -750.533E-03
              62    -45.6694E-15    -17.5553E-15         47.6567
              63    -3.80726E-15     1.74641E-15         25.7980
              64     6.10478E-15    -2.09456E-15         35.8982
