********************************************************************************
Field Output Report, written Wed Mar 26 19:08:30 2025

Source 1
---------

   ODB: C:/temp/vibration.odb
   Step: analyse_modale
   Frame: Increment      0: Base State

Loc 1 : Nodal values from source 1

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLAQUE-1

      Node Label            U.U1            U.U2            U.U3
              73              0.              0.              0.
              74              0.              0.              0.
              75              0.              0.              0.
              76              0.              0.              0.
              77              0.              0.              0.
              78              0.              0.              0.
              79              0.              0.              0.
              80              0.              0.              0.
              81              0.              0.              0.
              82              0.              0.              0.
              83              0.              0.              0.
              84              0.              0.              0.
              85              0.              0.              0.
              86              0.              0.              0.
              87              0.              0.              0.


Field Output reported at nodes for part: ASSEMBLY

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.


Source 1
---------

   ODB: C:/temp/vibration.odb
   Step: analyse_modale
   Frame: Mode         1: Value =   46839.     Freq =   34.445     (cycles/time)

Loc 1 : Nodal values from source 1

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLAQUE-1

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.
               5              0.              0.              0.
               6              0.              0.              0.
               7              0.              0.              0.
               8              0.              0.              0.
               9              0.              0.              0.
              10              0.              0.              0.
              11              0.              0.              0.
              12              0.              0.              0.
              13              0.              0.              0.
              14              0.              0.              0.
              15              0.              0.              0.
              16              0.              0.              0.
              17    -121.199E-18    -163.081E-18        -2.61991
              18    -159.034E-18     621.551E-18        -2.27572
              19    -1.13694E-15     378.361E-18        -2.68639
              20    -537.900E-18    -494.408E-18        -2.65899
              21     1.82792E-15     2.74360E-15        -8.18007
              22     995.696E-18    -1.75699E-15        -8.63952
              23     1.68677E-15    -2.70831E-15        -10.1826
              24     1.01312E-15    -1.38109E-15        -10.3914
              25     2.63668E-15    -807.422E-18        -10.4210
              26     218.964E-18    -7.45869E-15        -10.1891
              27     3.57358E-15     2.37571E-15        -7.89965
              28     4.80927E-15     2.23820E-15        -7.29195
              29     318.525E-18     323.868E-18        -32.3014
              30     2.16215E-15    -4.60302E-15        -48.0435
              31     335.501E-18    -1.09432E-15        -15.3979
              32     3.03800E-15     313.567E-18        -38.3122
              33     2.24628E-15     1.20198E-15        -25.5411
              34    -2.32211E-15     1.96718E-15        -34.7938
              35    -1.60497E-15    -605.529E-18        -48.5364
              36     1.44715E-15    -5.77558E-15        -43.9463
              37    -2.82220E-15    -2.41237E-15        -55.5928
              38     1.22347E-15     660.048E-18        -9.52319
              39     1.31684E-15     1.84897E-15        -6.03615
              40     433.188E-18    -442.916E-18    -535.767E-03
              41     384.011E-18    -393.698E-18        -22.2800
              42     683.442E-18     1.09450E-15    -10.8466E-03
              43     197.769E-18     329.408E-18     56.8487E-03
              44     1.69788E-15     271.419E-18        -10.7658
              45     1.21538E-15     558.914E-18        -1.02300
              46     699.098E-18    -210.389E-18        -2.27711
              47     660.821E-18    -448.703E-18        -3.78587
              48     1.07550E-15    -86.8626E-18        -4.89500
              49     262.365E-18    -214.243E-18    -215.623E-03
              50     623.549E-18    -519.413E-18    -752.626E-03
              51     2.47817E-15     1.37270E-15        -3.81629
              52     2.41841E-15     1.01257E-15        -7.59384
              53     2.71258E-15     825.146E-18        -2.29430
              54     1.54473E-15     465.806E-18     11.7556E-03
              55     3.69363E-15     2.30346E-15        -12.8995
              56     709.033E-18    -487.614E-18    -299.572E-03
              57     214.605E-18    -275.489E-18    -211.096E-03
              58     319.737E-18     28.1051E-18    -6.96840E-03
              59     774.245E-18    -2.43676E-15        -2.24777
              60     511.448E-18    -3.76079E-15        -3.45123
              61     671.663E-18    -5.62536E-15        -16.2665
              62     1.23576E-15    -4.30114E-15        -8.72667
              63    -306.846E-18    -1.67586E-15    -262.224E-03
              64    -658.275E-18    -2.37395E-15    -332.419E-03
              65     15.7232E-18    -1.90774E-15    -620.342E-03
              66     1.79843E-15    -6.76379E-15        -36.3580
              67     2.58360E-15    -5.80019E-15        -33.0917
              68     1.20224E-15     748.756E-18        -35.2895
              69     1.69865E-18    -380.745E-18        -27.8729
              70     2.36919E-15    -2.62623E-15        -28.5860
              71     1.09761E-15    -3.18044E-15        -31.1177
              72     3.88660E-15     3.13298E-15        -34.1334
              73     577.904E-18    -264.051E-18        -1.28837
              74     451.674E-18    -715.733E-18        -3.43573
              75    -206.183E-18    -3.53087E-15        -2.45166
              76     1.38864E-15    -6.40923E-15        -29.6743
              77     1.20335E-15    -5.64305E-15        -18.7492
              78     448.412E-18    -1.42730E-15        -9.43781
              79     806.705E-18    -730.244E-18        -7.23504
              80     1.80017E-15    -5.05943E-15        -15.4033
              81     339.203E-18    -1.61326E-15        -1.34231
              82     894.525E-18    -943.216E-18        -9.42081
              83     1.18938E-15     1.19615E-15        -20.3632
              84     745.007E-18    -880.678E-18        -5.66919
              85     557.462E-18    -921.024E-18        -7.41374
              86     335.652E-18    -778.057E-18        -9.80164
              87     2.92596E-15     1.55720E-15        -12.2724


Field Output reported at nodes for part: ASSEMBLY

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.


Source 1
---------

   ODB: C:/temp/vibration.odb
   Step: analyse_modale
   Frame: Mode         2: Value =  1.69701E+05 Freq =   65.564     (cycles/time)

Loc 1 : Nodal values from source 1

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLAQUE-1

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.
               5              0.              0.              0.
               6              0.              0.              0.
               7              0.              0.              0.
               8              0.              0.              0.
               9              0.              0.              0.
              10              0.              0.              0.
              11              0.              0.              0.
              12              0.              0.              0.
              13              0.              0.              0.
              14              0.              0.              0.
              15              0.              0.              0.
              16              0.              0.              0.
              17    -2.81174E-15    -3.40173E-15         2.87165
              18     772.427E-18     481.274E-18        -1.30928
              19    -6.14255E-15     2.77478E-15         1.85456
              20     1.41921E-15     194.664E-18        -2.94959
              21     5.98117E-15     15.7835E-15         7.34097
              22     17.4769E-15     6.08725E-15         9.30787
              23     11.6424E-15    -7.15211E-15         61.2025
              24     12.0173E-15    -13.4246E-15         61.9082
              25     14.3889E-15    -10.0221E-15        -29.5989
              26     3.63119E-15    -31.2177E-15        -31.0160
              27     8.73779E-15     2.47979E-15        -42.6157
              28     8.97780E-15     1.42012E-15        -41.4087
              29     4.14930E-15     4.44237E-15         36.3033
              30     19.1129E-15    -19.0215E-15         3.11788
              31     4.92664E-15     539.624E-18        -9.77516
              32     13.9656E-15    -4.08032E-15        -35.1359
              33     7.25299E-15     4.90112E-15        -31.9444
              34    -5.67386E-15     16.1295E-15        -4.97841
              35    -2.89959E-15    -2.15056E-15         36.2012
              36     11.6694E-15    -20.3434E-15         34.6251
              37    -6.54126E-15     4.36238E-15        -16.5819
              38     4.49462E-15     842.496E-18         13.0808
              39     4.78505E-15     7.02104E-15         4.88699
              40     2.89794E-15    -5.29286E-15         4.69604
              41     5.23220E-15    -4.30004E-15         38.7922
              42     1.39159E-15     4.65221E-15     133.545E-03
              43     135.616E-18     780.133E-18    -27.0616E-03
              44     6.60621E-15    -87.6950E-18        -17.7893
              45     4.04926E-15     70.6540E-18        -3.65737
              46     3.50281E-15    -556.274E-18        -2.08034
              47     4.63149E-15    -42.7080E-18        -2.09693
              48     4.96472E-15    -208.155E-18        -5.84276
              49     2.70177E-15     521.075E-18     153.160E-03
              50     7.46051E-15     1.83345E-15     868.599E-03
              51     6.00534E-15     3.13929E-15        -6.06926
              52     8.07203E-15     547.309E-18        -10.6434
              53     6.81175E-15     984.033E-18        -5.71708
              54     4.51301E-15     87.2837E-18        -3.08582
              55     8.89444E-15     2.96848E-15        -28.0493
              56     5.62248E-15    -3.00487E-15        -2.25788
              57     3.12547E-15    -876.063E-18    -436.411E-03
              58     1.76996E-15     67.0584E-18    -22.7413E-03
              59     4.28302E-15    -8.62744E-15         2.67291
              60     3.93295E-15    -13.6279E-15     59.7298E-03
              61     5.49672E-15    -21.5401E-15        -7.29850
              62     6.40735E-15    -14.2384E-15         5.59551
              63    -875.174E-18    -6.23274E-15    -629.370E-03
              64    -2.36165E-15    -9.04636E-15        -1.79807
              65     868.445E-18    -6.98604E-15    -357.220E-03
              66     13.7513E-15    -27.6809E-15        -21.4550
              67     16.1504E-15    -20.7249E-15         15.9838
              68     5.07821E-15     13.4348E-15         22.3951
              69    -1.55070E-15     4.61337E-15        -37.0803
              70     13.3872E-15    -11.3495E-15         59.4887
              71     9.97183E-15    -11.7066E-15         64.7732
              72     5.81691E-15     9.50373E-15        -48.4564
              73     3.84455E-15    -162.781E-18    -459.749E-03
              74     5.94286E-15     949.183E-18    -171.425E-03
              75     261.085E-18    -13.4394E-15        -2.92506
              76     13.2198E-15    -25.3099E-15        -6.18372
              77     9.11657E-15    -20.0724E-15         4.48381
              78     10.0127E-15     2.58017E-15     523.631E-03
              79     4.87513E-15    -709.588E-18        -5.10227
              80     8.22786E-15    -16.7794E-15         22.4055
              81     2.27057E-15    -5.23244E-15         4.82286
              82     7.14202E-15    -6.26049E-15         23.1993
              83     3.86124E-15     6.75481E-15         20.4539
              84     6.06783E-15    -301.151E-18        -2.09063
              85     4.93418E-15    -125.184E-18        -3.58820
              86     4.41607E-15     1.44275E-15        -3.68012
              87     6.91578E-15     4.09219E-15        -18.7156


Field Output reported at nodes for part: ASSEMBLY

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.


Source 1
---------

   ODB: C:/temp/vibration.odb
   Step: analyse_modale
   Frame: Mode         3: Value =  1.74207E+05 Freq =   66.428     (cycles/time)

Loc 1 : Nodal values from source 1

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLAQUE-1

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.
               5              0.              0.              0.
               6              0.              0.              0.
               7              0.              0.              0.
               8              0.              0.              0.
               9              0.              0.              0.
              10              0.              0.              0.
              11              0.              0.              0.
              12              0.              0.              0.
              13              0.              0.              0.
              14              0.              0.              0.
              15              0.              0.              0.
              16              0.              0.              0.
              17    -833.559E-18    -934.773E-18         1.82443
              18     589.603E-18    -935.678E-18         2.89223
              19    -1.28923E-15     664.277E-18        -3.01580
              20     952.972E-18     792.898E-18        -1.21640
              21    -4.41269E-15     329.396E-18         54.6182
              22     2.57161E-15     6.66636E-15         53.9832
              23     4.32136E-15     2.75104E-15        -16.1759
              24     3.90444E-15    -5.08124E-15        -18.3392
              25    -854.994E-18    -3.18266E-15        -57.9655
              26    -2.26962E-15    -467.272E-18        -57.3427
              27    -1.36316E-15    -3.38897E-15         22.3508
              28    -3.31397E-15    -4.49848E-15         23.3700
              29     1.48706E-15    -1.75942E-15         16.6982
              30     3.36920E-15    -1.79264E-15        -35.4170
              31     812.594E-18     2.25000E-15         22.5118
              32    -79.4136E-18    -2.96723E-15        -42.4105
              33     1.13442E-15    -44.3358E-18        -12.3498
              34     959.830E-18     3.39916E-15         43.9237
              35     3.44691E-15    -3.78440E-15         4.70491
              36     4.63709E-15     151.901E-18        -25.2000
              37     6.52457E-15     6.15857E-15         2.19236
              38    -211.751E-18    -2.96407E-15         5.29923
              39    -2.01694E-15    -1.92666E-15         12.0844
              40     716.878E-18    -2.09256E-15        -1.57370
              41     1.41339E-15    -4.16886E-15         2.56702
              42    -2.04337E-15    -493.762E-18         6.22788
              43    -628.728E-18    -362.367E-18     323.802E-03
              44    -247.553E-18    -396.418E-18         15.6277
              45    -113.168E-18    -781.571E-18         2.21294
              46     140.900E-18     408.602E-18         3.20805
              47     374.299E-18     1.14402E-15         5.78495
              48     87.1931E-18     370.625E-18         6.85907
              49     249.494E-18     783.394E-18     730.575E-03
              50     927.180E-18     2.03686E-15         4.48668
              51    -1.97733E-15    -2.07277E-15    -417.452E-03
              52    -1.52168E-15    -3.12560E-15        -9.72619
              53    -1.97988E-15    -1.87114E-15         2.33235
              54    -735.885E-18    -1.11869E-15         2.23863
              55    -1.77792E-15    -2.52340E-15         9.81338
              56     80.1406E-18    -729.570E-18        -3.74677
              57     187.765E-18    -88.4470E-18    -151.722E-03
              58    -67.6121E-18    -175.456E-18     25.2999E-03
              59     412.738E-18     544.355E-18        -2.99055
              60     90.2034E-18     367.716E-18        -6.02942
              61    -346.553E-18    -101.922E-18        -32.0750
              62     225.497E-18     516.993E-18        -11.6424
              63    -430.721E-18     189.329E-18        -1.10730
              64    -1.06358E-15     194.355E-18        -3.03799
              65    -84.5300E-18     215.515E-18        -1.33927
              66     503.828E-18     1.69893E-15        -56.4757
              67     1.28109E-15    -595.366E-18        -34.9812
              68    -1.61043E-15     2.31545E-15         41.6511
              69     1.76031E-15     588.604E-18         31.2666
              70     3.84743E-15    -2.11406E-15        -23.8026
              71     4.34898E-15    -334.894E-18        -10.5730
              72    -4.18708E-15    -1.22945E-15         17.9142
              73     307.166E-18     774.374E-18         2.06968
              74     800.293E-18     2.11630E-15         7.33118
              75    -652.184E-18     182.532E-18        -7.10116
              76     835.571E-18    -462.558E-18        -45.6168
              77     609.174E-18     16.6415E-18        -26.7009
              78     1.62323E-15     4.10693E-15         23.0230
              79     94.5425E-18     1.52213E-15         10.7379
              80     1.15441E-15     607.626E-18        -17.2144
              81     739.758E-18     732.220E-18        -1.79931
              82     1.62773E-15    -1.90089E-15        -2.18170
              83    -1.25123E-15    -1.96278E-15         21.5616
              84     534.777E-18     1.88916E-15         9.76583
              85     354.020E-18     1.99839E-15         12.0698
              86     263.028E-18     2.55036E-15         16.8341
              87    -1.38405E-15    -2.07279E-15    -475.006E-03


Field Output reported at nodes for part: ASSEMBLY

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.


Source 1
---------

   ODB: C:/temp/vibration.odb
   Step: analyse_modale
   Frame: Mode         4: Value =  2.26141E+05 Freq =   75.685     (cycles/time)

Loc 1 : Nodal values from source 1

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLAQUE-1

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.
               5              0.              0.              0.
               6              0.              0.              0.
               7              0.              0.              0.
               8              0.              0.              0.
               9              0.              0.              0.
              10              0.              0.              0.
              11              0.              0.              0.
              12              0.              0.              0.
              13              0.              0.              0.
              14              0.              0.              0.
              15              0.              0.              0.
              16              0.              0.              0.
              17     748.913E-18     1.02822E-15        -1.08011
              18     1.00480E-15    -1.29370E-15     377.308E-03
              19    -1.35570E-15     208.167E-18     401.487E-03
              20     484.019E-18     185.354E-18     512.924E-03
              21    -11.6973E-15     973.188E-18        -66.9875
              22    -8.25115E-15    -1.16606E-15        -67.0553
              23     418.286E-18    -405.816E-18         46.1589
              24    -8.99140E-15    -4.59755E-15         47.8968
              25    -2.37025E-15    -1.00276E-15        -49.3643
              26    -9.57785E-15    -3.35439E-15        -49.4902
              27    -10.2832E-15    -5.18776E-15         65.6503
              28    -3.41720E-15     3.53164E-15         65.6178
              29    -5.49962E-15    -3.16134E-15        -9.53475
              30     1.19378E-15    -5.08816E-15        -5.80008
              31    -9.82756E-15    -839.786E-18         2.98170
              32     680.925E-18    -567.491E-18        -17.0795
              33     2.00571E-15     31.9058E-18         6.28577
              34    -14.4129E-15     1.34522E-15        -14.8542
              35    -3.18441E-15    -5.55325E-15        -1.76597
              36     3.08769E-15    -6.58450E-15         12.0345
              37    -167.115E-18    -6.14842E-15         3.74603
              38    -6.35458E-15    -2.25144E-15        -2.09220
              39    -4.92846E-15    -1.18001E-15        -12.3573
              40    -3.11917E-15    -598.103E-18         3.89324
              41    -7.71414E-15    -3.71952E-15         9.09102
              42    -4.27782E-15     702.230E-18        -8.04328
              43    -1.03303E-15     272.495E-18    -411.880E-03
              44    -9.22923E-15    -2.66988E-15         22.4169
              45    -3.99661E-15    -2.62884E-15         5.22032
              46    -4.06055E-15    -1.12877E-15         1.65706
              47    -4.82253E-15    -1.03779E-15     86.6768E-03
              48    -6.44655E-15    -1.91465E-15         6.23978
              49    -1.24651E-15    -448.301E-18    -813.379E-03
              50    -2.96497E-15    -1.03308E-15        -5.53088
              51    -2.12255E-15    -683.863E-18         3.98268
              52    -2.33450E-15    -1.46079E-15        -3.43131
              53    -2.73069E-15    -140.352E-18         6.97478
              54    -1.07674E-15     923.001E-18         5.75096
              55    -1.06305E-15     1.32297E-15         31.2569
              56    -503.107E-18    -277.651E-18        -3.30947
              57    -102.764E-18    -81.7577E-18    -23.0726E-03
              58    -284.929E-18     149.556E-18     57.6178E-03
              59    -871.799E-18     400.707E-18     971.368E-03
              60    -2.38409E-15    -723.124E-18        -2.12183
              61    -5.05485E-15    -3.00178E-15        -16.4057
              62    -1.20368E-15    -1.51563E-15     309.259E-03
              63    -2.09253E-15    -615.215E-18    -928.921E-03
              64    -3.77208E-15    -1.07541E-15        -2.74142
              65    -1.49996E-15    -421.533E-18    -769.940E-03
              66    -4.00082E-15    -2.48862E-15        -28.8350
              67    -330.075E-18    -4.54776E-15         1.34318
              68    -5.93398E-15    -1.64033E-15        -35.8423
              69    -13.2595E-15     176.033E-18         41.3843
              70     1.95662E-15    -2.51292E-15         34.3453
              71    -4.81435E-15    -4.50494E-15         30.2186
              72    -4.17467E-15     277.294E-18         43.2749
              73    -2.85095E-15    -721.783E-18    -484.821E-03
              74    -4.28949E-15    -720.903E-18        -4.84726
              75    -4.21258E-15    -1.54023E-15        -4.94493
              76    -4.49624E-15    -3.66722E-15        -18.8078
              77    -3.41898E-15    -2.06058E-15        -4.99832
              78    -7.37199E-15    -786.343E-18        -18.0936
              79    -6.36448E-15    -1.32246E-15         2.62611
              80    -730.714E-18    -1.03191E-15         11.7662
              81    -575.014E-18     181.004E-18         3.28066
              82    -6.74634E-15    -3.09362E-15         10.6905
              83    -7.64682E-15    -1.86175E-15        -19.5765
              84    -5.34659E-15    -644.306E-18        -2.77415
              85    -6.11578E-15    -883.981E-18        -1.35436
              86    -6.60487E-15    -981.150E-18        -4.66001
              87    -1.27376E-15    -1.11255E-15         11.8490


Field Output reported at nodes for part: ASSEMBLY

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.


Source 1
---------

   ODB: C:/temp/vibration.odb
   Step: analyse_modale
   Frame: Mode         5: Value =  4.69206E+05 Freq =   109.02     (cycles/time)

Loc 1 : Nodal values from source 1

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLAQUE-1

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.
               5              0.              0.              0.
               6              0.              0.              0.
               7              0.              0.              0.
               8              0.              0.              0.
               9              0.              0.              0.
              10              0.              0.              0.
              11              0.              0.              0.
              12              0.              0.              0.
              13              0.              0.              0.
              14              0.              0.              0.
              15              0.              0.              0.
              16              0.              0.              0.
              17     1.06417E-15     400.152E-18     339.769E-03
              18    -694.238E-18     1.12285E-15     206.294E-03
              19     133.809E-18    -4.06968E-15    -257.040E-03
              20    -7.35959E-15    -6.84047E-15     882.287E-03
              21    -4.92022E-18     4.43225E-15        -68.8933
              22    -4.56562E-15    -6.59486E-15        -68.6810
              23    -7.02469E-15    -699.329E-18        -68.2041
              24    -8.86382E-15     2.81240E-15        -69.2244
              25    -6.47417E-15     23.1018E-15        -67.3189
              26     2.13772E-15     6.96427E-15        -67.1732
              27     15.8806E-15     14.9683E-15        -60.6985
              28     32.6936E-15     10.3058E-15        -60.4038
              29     2.80867E-15    -3.25731E-15         4.44932
              30    -12.3294E-15    -2.93634E-15         33.9775
              31    -3.54875E-15    -3.91538E-15        -3.57484
              32     5.77284E-15     18.1475E-15        -3.24596
              33     16.5501E-15     8.99389E-15        -5.63187
              34    -9.99619E-15    -535.445E-18         7.76290
              35    -4.54119E-15    -1.92507E-15         34.5559
              36    -854.045E-18    -4.88681E-15         20.2355
              37     2.52377E-15    -17.2629E-15         50.7146
              38     337.274E-18     47.1255E-18        -1.88424
              39     1.62794E-15     1.86235E-15        -6.95586
              40    -2.07888E-15     526.428E-18        -5.94656
              41    -2.92058E-15     1.37577E-15        -9.94887
              42     590.267E-18     2.02640E-15        -9.54387
              43     625.571E-18     582.394E-18    -618.201E-03
              44     1.93438E-15     3.98772E-15        -13.4380
              45     3.89478E-15     3.64389E-15        -4.67210
              46     305.920E-18     703.903E-18    -812.685E-03
              47    -929.852E-18    -521.403E-18    -775.446E-03
              48     664.022E-18     1.53149E-15        -3.20470
              49    -224.419E-18    -732.743E-18    -575.510E-03
              50    -1.02879E-15    -2.44948E-15        -5.53229
              51     11.8244E-15     5.99473E-15        -2.24237
              52     7.19041E-15     11.0005E-15        -6.39790
              53     13.5031E-15     2.48462E-15        -4.90587
              54     8.07238E-15     1.08677E-15        -6.12896
              55     23.8008E-15     13.4162E-15        -20.9041
              56    -4.89415E-15     3.74427E-15        -6.08646
              57    -3.77693E-15    -615.401E-18    -325.375E-03
              58     95.0255E-18    -429.147E-18    -15.0931E-03
              59    -3.50432E-15    -697.949E-18        -1.91675
              60    -3.63780E-15    -805.388E-18        -1.95381
              61    -6.72071E-15     2.52458E-15        -13.7997
              62    -5.25810E-15    -3.81722E-15        -2.94594
              63    -816.661E-18    -452.398E-18        -1.01591
              64    -863.275E-18    -388.438E-18        -4.10890
              65    -1.58879E-15    -420.863E-18    -555.361E-03
              66    -11.2792E-15     4.27469E-15        -11.6709
              67    -12.9306E-15    -4.31544E-15         4.35465
              68     8.36235E-15    -3.76765E-15    -697.856E-03
              69     7.47013E-15    -7.09613E-15        -14.1127
              70    -4.65664E-15     6.96330E-15        -33.1841
              71     77.0398E-18    -2.11660E-15        -27.5456
              72     27.2946E-15     18.4710E-15        -11.5938
              73     47.1218E-18    -79.8719E-18    -197.045E-03
              74    -2.17969E-15    -1.86381E-15        -3.20645
              75    -2.60630E-15     247.124E-18        -5.20617
              76    -12.2136E-15    -1.17159E-15        -7.89150
              77    -8.88047E-15    -1.55615E-15        -4.53083
              78    -5.71808E-15    -4.73996E-15        -13.9254
              79    -1.89905E-15    -22.3116E-18        -2.08885
              80    -4.06396E-15    -2.59015E-15        -11.6186
              81    -3.39168E-15    -1.56669E-15        -4.89413
              82    -4.55698E-15    -1.10622E-15        -13.3596
              83     3.86907E-15    -1.29206E-15        -5.21351
              84    -1.87307E-15    -1.50159E-15        -2.24610
              85    -2.76370E-15    -1.82197E-15        -2.42944
              86    -4.05549E-15    -1.40066E-15        -4.11083
              87     17.6481E-15     8.89970E-15        -6.14262


Field Output reported at nodes for part: ASSEMBLY

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.


Source 1
---------

   ODB: C:/temp/vibration.odb
   Step: analyse_modale
   Frame: Mode         6: Value =  9.03609E+05 Freq =   151.29     (cycles/time)

Loc 1 : Nodal values from source 1

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLAQUE-1

      Node Label            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
               1              0.              0.              0.
               2              0.              0.              0.
               3              0.              0.              0.
               4              0.              0.              0.
               5              0.              0.              0.
               6              0.              0.              0.
               7              0.              0.              0.
               8              0.              0.              0.
               9              0.              0.              0.
              10              0.              0.              0.
              11              0.              0.              0.
              12              0.              0.              0.
              13              0.              0.              0.
              14              0.              0.              0.
              15              0.              0.              0.
              16              0.              0.              0.
              17     706.093E-18     7.04031E-15         4.47624
              18    -10.0883E-15     8.12896E-15         3.89717
              19    -17.9723E-15     12.6065E-15        -6.73945
              20    -23.8969E-15    -27.8716E-15    -902.398E-03
              21     3.40131E-15     13.3316E-15        -78.5574
              22    -67.7536E-15    -74.5034E-15        -77.8755
              23     97.3912E-15    -5.13713E-15         25.6549
              24    -13.0726E-15    -7.30644E-15         15.3322
              25     107.248E-15     81.9340E-15         72.8592
              26     76.7139E-15    -32.0783E-15         76.8153
              27     37.4685E-15     119.386E-15        -22.1191
              28     155.776E-15     118.879E-15        -19.2877
              29    -12.6541E-15     2.41623E-15         51.1144
              30     106.229E-15    -12.1709E-15        -73.4501
              31    -26.9723E-15     1.90936E-15         17.5834
              32     130.020E-15     57.4095E-15        -9.86665
              33     131.707E-15     80.8471E-15         1.79925
              34    -59.2111E-15    -13.7922E-15         38.2035
              35     2.56465E-15    -4.34768E-15         34.9469
